# seq: 0
# timestamp: 1683813944.259223
# frame_id: map
# x, y, z, x, y, z, w
-13.8378 14.2651 0 0 0 -0.000366211 1 
-13.8328 14.2651 0 0 0 -0.000244141 1 
-13.8278 14.2651 0 0 0 -0.000244141 1 
-13.8228 14.2651 0 0 0 -0.000244141 1 
-13.8178 14.2651 0 0 0 -0.000244141 1 
-13.8128 14.2651 0 0 0 -0.00012207 1 
-13.8078 14.2651 0 0 0 -0.00012207 1 
-13.8028 14.2651 0 0 0 -0.000244141 1 
-13.7978 14.2651 0 0 0 -0.000244141 1 
-13.7928 14.2651 0 0 0 -0.00012207 1 
-13.7878 14.2651 0 0 0 -0.00012207 1 
-13.7828 14.2651 0 0 0 -0.000244141 1 
-13.7778 14.2651 0 0 0 -0.00012207 1 
-13.7728 14.2651 0 0 0 -0.00012207 1 
-13.7678 14.2651 0 0 0 -0.00012207 1 
-13.7628 14.2651 0 0 0 -0.00012207 1 
-13.7578 14.2651 0 0 0 -0.00012207 1 
-13.7528 14.2651 0 0 0 -0.00012207 1 
-13.7478 14.2651 0 0 0 -0.00012207 1 
-13.7428 14.2651 0 0 0 -0.00012207 1 
-13.7378 14.2651 0 0 0 -0.00012207 1 
-13.7328 14.2651 0 0 0 -0.00012207 1 
-13.7278 14.2651 0 0 0 -0.00012207 1 
-13.7228 14.2651 0 0 0 0 1 
-13.7178 14.2651 0 0 0 -0.00012207 1 
-13.7128 14.2651 0 0 0 -0.00012207 1 
-13.7078 14.2651 0 0 0 0 1 
-13.7028 14.2651 0 0 0 0 1 
-13.6978 14.2651 0 0 0 -0.00012207 1 
-13.6928 14.2651 0 0 0 -0.00012207 1 
-13.6878 14.2651 0 0 0 0 1 
-13.6828 14.2651 0 0 0 0 1 
-13.6778 14.2651 0 0 0 -0.00012207 1 
-13.6728 14.2651 0 0 0 -0.00012207 1 
-13.6678 14.2651 0 0 0 0 1 
-13.6628 14.2651 0 0 0 0 1 
-13.6578 14.2651 0 0 0 0 1 
-13.6528 14.2651 0 0 0 -0.00012207 1 
-13.6478 14.2651 0 0 0 -0.00012207 1 
-13.6428 14.2651 0 0 0 0 1 
-13.6378 14.2651 0 0 0 0 1 
-13.6328 14.2651 0 0 0 0 1 
-13.6278 14.2651 0 0 0 0 1 
-13.6228 14.2651 0 0 0 0 1 
-13.6178 14.2651 0 0 0 -0.00012207 1 
-13.6128 14.265 0 0 0 -0.00012207 1 
-13.6078 14.265 0 0 0 0 1 
-13.6028 14.265 0 0 0 0 1 
-13.5978 14.265 0 0 0 0 1 
-13.5928 14.265 0 0 0 0 1 
-13.5878 14.265 0 0 0 0 1 
-13.5828 14.265 0 0 0 0 1 
-13.5778 14.265 0 0 0 0 1 
-13.5728 14.265 0 0 0 0 1 
-13.5678 14.265 0 0 0 0 1 
-13.5628 14.265 0 0 0 -0.00012207 1 
-13.5578 14.265 0 0 0 -0.00012207 1 
-13.5528 14.265 0 0 0 0 1 
-13.5478 14.265 0 0 0 0 1 
-13.5428 14.265 0 0 0 0 1 
-13.5378 14.265 0 0 0 0 1 
-13.5328 14.265 0 0 0 0 1 
-13.5278 14.265 0 0 0 0 1 
-13.5228 14.265 0 0 0 0 1 
-13.5178 14.265 0 0 0 0 1 
-13.5128 14.265 0 0 0 0 1 
-13.5078 14.265 0 0 0 0 1 
-13.5028 14.265 0 0 0 0 1 
-13.4978 14.265 0 0 0 0 1 
-13.4928 14.265 0 0 0 0 1 
-13.4878 14.265 0 0 0 0 1 
-13.4828 14.265 0 0 0 0 1 
-13.4778 14.265 0 0 0 0 1 
-13.4728 14.265 0 0 0 0 1 
-13.4678 14.265 0 0 0 0 1 
-13.4628 14.265 0 0 0 0 1 
-13.4578 14.265 0 0 0 0 1 
-13.4528 14.265 0 0 0 0 1 
-13.4478 14.265 0 0 0 0 1 
-13.4428 14.265 0 0 0 0 1 
-13.4378 14.265 0 0 0 0 1 
-13.4328 14.265 0 0 0 0 1 
-13.4278 14.265 0 0 0 0 1 
-13.4228 14.265 0 0 0 0 1 
-13.4178 14.265 0 0 0 0 1 
-13.4128 14.265 0 0 0 0 1 
-13.4078 14.265 0 0 0 0 1 
-13.4028 14.265 0 0 0 0 1 
-13.3978 14.265 0 0 0 0 1 
-13.3928 14.265 0 0 0 0 1 
-13.3878 14.265 0 0 0 0 1 
-13.3828 14.265 0 0 0 0 1 
-13.3778 14.265 0 0 0 0 1 
-13.3728 14.265 0 0 0 0 1 
-13.3678 14.265 0 0 0 0 1 
-13.3628 14.265 0 0 0 0 1 
-13.3578 14.265 0 0 0 0 1 
-13.3528 14.265 0 0 0 0 1 
-13.3478 14.265 0 0 0 0 1 
-13.3428 14.265 0 0 0 0 1 
-13.3378 14.265 0 0 0 0 1 
-13.3328 14.265 0 0 0 0 1 
-13.3278 14.265 0 0 0 0 1 
-13.3228 14.265 0 0 0 0 1 
-13.3178 14.265 0 0 0 0 1 
-13.3128 14.265 0 0 0 0 1 
-13.3078 14.265 0 0 0 0 1 
-13.3028 14.265 0 0 0 0 1 
-13.2978 14.265 0 0 0 0 1 
-13.2928 14.265 0 0 0 0 1 
-13.2878 14.265 0 0 0 0 1 
-13.2828 14.265 0 0 0 0 1 
-13.2778 14.265 0 0 0 0 1 
-13.2728 14.265 0 0 0 0 1 
-13.2678 14.265 0 0 0 0 1 
-13.2628 14.265 0 0 0 0 1 
-13.2578 14.265 0 0 0 0 1 
-13.2528 14.265 0 0 0 0 1 
-13.2478 14.265 0 0 0 0 1 
-13.2428 14.265 0 0 0 0 1 
-13.2378 14.265 0 0 0 0 1 
-13.2328 14.265 0 0 0 0 1 
-13.2278 14.265 0 0 0 0 1 
-13.2228 14.265 0 0 0 0 1 
-13.2178 14.265 0 0 0 0 1 
-13.2128 14.265 0 0 0 0 1 
-13.2078 14.265 0 0 0 0 1 
-13.2028 14.265 0 0 0 0 1 
-13.1978 14.265 0 0 0 0 1 
-13.1928 14.265 0 0 0 0 1 
-13.1878 14.265 0 0 0 0 1 
-13.1828 14.265 0 0 0 0 1 
-13.1778 14.265 0 0 0 0 1 
-13.1728 14.265 0 0 0 0 1 
-13.1678 14.265 0 0 0 0 1 
-13.1628 14.265 0 0 0 0 1 
-13.1578 14.265 0 0 0 0 1 
-13.1528 14.265 0 0 0 0 1 
-13.1478 14.265 0 0 0 0 1 
-13.1428 14.265 0 0 0 0 1 
-13.1378 14.265 0 0 0 0 1 
-13.1328 14.265 0 0 0 0 1 
-13.1278 14.265 0 0 0 0 1 
-13.1228 14.265 0 0 0 0 1 
-13.1178 14.265 0 0 0 0 1 
-13.1128 14.265 0 0 0 0 1 
-13.1078 14.265 0 0 0 0 1 
-13.1028 14.265 0 0 0 0 1 
-13.0978 14.265 0 0 0 0 1 
-13.0928 14.265 0 0 0 0 1 
-13.0878 14.265 0 0 0 0 1 
-13.0828 14.265 0 0 0 0 1 
-13.0778 14.265 0 0 0 0 1 
-13.0728 14.265 0 0 0 0 1 
-13.0678 14.265 0 0 0 0 1 
-13.0628 14.265 0 0 0 0 1 
-13.0578 14.265 0 0 0 0 1 
-13.0528 14.265 0 0 0 0 1 
-13.0478 14.265 0 0 0 0 1 
-13.0428 14.265 0 0 0 0 1 
-13.0378 14.265 0 0 0 0 1 
-13.0328 14.265 0 0 0 0 1 
-13.0278 14.265 0 0 0 0 1 
-13.0228 14.265 0 0 0 0 1 
-13.0178 14.265 0 0 0 0 1 
-13.0128 14.265 0 0 0 0 1 
-13.0078 14.265 0 0 0 0 1 
-13.0028 14.265 0 0 0 0 1 
-12.9978 14.265 0 0 0 0 1 
-12.9928 14.265 0 0 0 0 1 
-12.9878 14.265 0 0 0 0 1 
-12.9828 14.265 0 0 0 0 1 
-12.9778 14.265 0 0 0 0 1 
-12.9728 14.265 0 0 0 0 1 
-12.9678 14.265 0 0 0 0 1 
-12.9628 14.265 0 0 0 0 1 
-12.9578 14.265 0 0 0 0 1 
-12.9528 14.265 0 0 0 0 1 
-12.9478 14.265 0 0 0 0 1 
-12.9428 14.265 0 0 0 0 1 
-12.9378 14.265 0 0 0 0 1 
-12.9328 14.265 0 0 0 0 1 
-12.9278 14.265 0 0 0 0 1 
-12.9228 14.265 0 0 0 0 1 
-12.9178 14.265 0 0 0 0 1 
-12.9128 14.265 0 0 0 0 1 
-12.9078 14.265 0 0 0 0 1 
-12.9028 14.265 0 0 0 0 1 
-12.8978 14.265 0 0 0 0 1 
-12.8928 14.265 0 0 0 0 1 
-12.8878 14.265 0 0 0 0 1 
-12.8828 14.265 0 0 0 0 1 
-12.8778 14.265 0 0 0 0 1 
-12.8728 14.265 0 0 0 0 1 
-12.8678 14.265 0 0 0 0 1 
-12.8628 14.265 0 0 0 -0.00012207 1 
-12.8578 14.265 0 0 0 -0.00012207 1 
-12.8528 14.265 0 0 0 0 1 
-12.8478 14.265 0 0 0 0 1 
-12.8428 14.265 0 0 0 0 1 
-12.8378 14.265 0 0 0 0 1 
-12.8328 14.265 0 0 0 0 1 
-12.8278 14.265 0 0 0 0 1 
-12.8228 14.265 0 0 0 0 1 
-12.8178 14.265 0 0 0 0 1 
-12.8128 14.265 0 0 0 0 1 
-12.8078 14.265 0 0 0 0 1 
-12.8028 14.265 0 0 0 0 1 
-12.7978 14.265 0 0 0 0 1 
-12.7928 14.265 0 0 0 0 1 
-12.7878 14.265 0 0 0 0 1 
-12.7828 14.265 0 0 0 0 1 
-12.7778 14.265 0 0 0 0 1 
-12.7728 14.265 0 0 0 0 1 
-12.7678 14.265 0 0 0 0 1 
-12.7628 14.265 0 0 0 0 1 
-12.7578 14.265 0 0 0 0 1 
-12.7528 14.265 0 0 0 0 1 
-12.7478 14.265 0 0 0 0 1 
-12.7428 14.265 0 0 0 0 1 
-12.7378 14.265 0 0 0 0 1 
-12.7328 14.265 0 0 0 0 1 
-12.7278 14.265 0 0 0 0 1 
-12.7228 14.265 0 0 0 0 1 
-12.7178 14.265 0 0 0 0 1 
-12.7128 14.265 0 0 0 0 1 
-12.7078 14.265 0 0 0 0 1 
-12.7028 14.265 0 0 0 0 1 
-12.6978 14.265 0 0 0 0 1 
-12.6928 14.265 0 0 0 0 1 
-12.6878 14.265 0 0 0 0 1 
-12.6828 14.265 0 0 0 0 1 
-12.6778 14.265 0 0 0 0 1 
-12.6728 14.265 0 0 0 0 1 
-12.6678 14.265 0 0 0 0 1 
-12.6628 14.265 0 0 0 0 1 
-12.6578 14.265 0 0 0 0 1 
-12.6528 14.265 0 0 0 0 1 
-12.6478 14.265 0 0 0 0 1 
-12.6428 14.265 0 0 0 0 1 
-12.6378 14.265 0 0 0 0 1 
-12.6328 14.265 0 0 0 0 1 
-12.6278 14.265 0 0 0 0 1 
-12.6228 14.265 0 0 0 0 1 
-12.6178 14.265 0 0 0 0 1 
-12.6128 14.265 0 0 0 0 1 
-12.6078 14.265 0 0 0 0 1 
-12.6028 14.265 0 0 0 0 1 
-12.5978 14.265 0 0 0 0 1 
-12.5928 14.265 0 0 0 0 1 
-12.5878 14.265 0 0 0 0 1 
-12.5828 14.265 0 0 0 -0.00012207 1 
-12.5778 14.265 0 0 0 -0.00012207 1 
-12.5728 14.265 0 0 0 0 1 
-12.5678 14.265 0 0 0 0 1 
-12.5628 14.265 0 0 0 0 1 
-12.5578 14.265 0 0 0 0 1 
-12.5528 14.265 0 0 0 0 1 
-12.5478 14.265 0 0 0 0 1 
-12.5428 14.265 0 0 0 0 1 
-12.5378 14.265 0 0 0 0 1 
-12.5328 14.265 0 0 0 0 1 
-12.5278 14.265 0 0 0 0 1 
-12.5228 14.265 0 0 0 -0.00012207 1 
-12.5178 14.265 0 0 0 -0.00012207 1 
-12.5128 14.265 0 0 0 0 1 
-12.5078 14.265 0 0 0 0 1 
-12.5028 14.265 0 0 0 0 1 
-12.4978 14.265 0 0 0 0 1 
-12.4928 14.265 0 0 0 0 1 
-12.4878 14.265 0 0 0 -0.00012207 1 
-12.4828 14.265 0 0 0 -0.00012207 1 
-12.4778 14.265 0 0 0 0 1 
-12.4728 14.265 0 0 0 0 1 
-12.4678 14.265 0 0 0 -0.00012207 1 
-12.4628 14.265 0 0 0 -0.00012207 1 
-12.4578 14.265 0 0 0 0 1 
-12.4528 14.265 0 0 0 0 1 
-12.4478 14.265 0 0 0 -0.00012207 1 
-12.4428 14.265 0 0 0 -0.00012207 1 
-12.4378 14.265 0 0 0 -0.00012207 1 
-12.4328 14.265 0 0 0 -0.00012207 1 
-12.4278 14.265 0 0 0 0 1 
-12.4228 14.265 0 0 0 -0.00012207 1 
-12.4178 14.265 0 0 0 -0.00012207 1 
-12.4128 14.265 0 0 0 -0.00012207 1 
-12.4078 14.265 0 0 0 -0.00012207 1 
-12.4028 14.265 0 0 0 -0.00012207 1 
-12.3978 14.265 0 0 0 -0.000244141 1 
-12.3928 14.265 0 0 0 -0.00012207 1 
-12.3878 14.265 0 0 0 -0.00012207 1 
-12.3828 14.265 0 0 0 -0.000244141 1 
-12.3778 14.265 0 0 0 -0.000244141 1 
-12.3728 14.265 0 0 0 -0.000244141 1 
-12.3678 14.265 0 0 0 -0.000244141 1 
-12.3628 14.265 0 0 0 -0.000244141 1 
-12.3578 14.265 0 0 0 -0.000244141 1 
-12.3528 14.265 0 0 0 -0.000244141 1 
-12.3478 14.265 0 0 0 -0.000244141 1 
-12.3428 14.265 0 0 0 -0.000244141 1 
-12.3378 14.265 0 0 0 -0.000366211 1 
-12.3328 14.265 0 0 0 -0.000366211 1 
-12.3278 14.265 0 0 0 -0.000366211 1 
-12.3228 14.265 0 0 0 -0.000488281 1 
-12.3178 14.265 0 0 0 -0.000488281 1 
-12.3128 14.265 0 0 0 -0.000488281 1 
-12.3078 14.265 0 0 0 -0.000488281 1 
-12.3028 14.265 0 0 0 -0.000488281 1 
-12.2978 14.265 0 0 0 -0.000488281 1 
-12.2928 14.265 0 0 0 -0.000610351 1 
-12.2878 14.2649 0 0 0 -0.000732421 1 
-12.2828 14.2649 0 0 0 -0.000732421 1 
-12.2778 14.2649 0 0 0 -0.000732421 1 
-12.2728 14.2649 0 0 0 -0.000732421 1 
-12.2678 14.2649 0 0 0 -0.000854491 1 
-12.2628 14.2649 0 0 0 -0.000976561 1 
-12.2578 14.2649 0 0 0 -0.000976561 1 
-12.2528 14.2649 0 0 0 -0.000976561 1 
-12.2478 14.2649 0 0 0 -0.00109863 0.999999 
-12.2428 14.2649 0 0 0 -0.0012207 0.999999 
-12.2378 14.2649 0 0 0 -0.00134277 0.999999 
-12.2328 14.2648 0 0 0 -0.00134277 0.999999 
-12.2278 14.2648 0 0 0 -0.00146484 0.999999 
-12.2228 14.2648 0 0 0 -0.00158691 0.999999 
-12.2178 14.2648 0 0 0 -0.00158691 0.999999 
-12.2128 14.2648 0 0 0 -0.00183105 0.999998 
-12.2078 14.2648 0 0 0 -0.00195311 0.999998 
-12.2028 14.2647 0 0 0 -0.00207518 0.999998 
-12.1978 14.2647 0 0 0 -0.00219725 0.999998 
-12.1928 14.2647 0 0 0 -0.00231932 0.999997 
-12.1878 14.2647 0 0 0 -0.00244168 0.999997 
-12.1828 14.2646 0 0 0 -0.00256376 0.999997 
-12.1778 14.2646 0 0 0 -0.00280758 0.999996 
-12.1728 14.2646 0 0 0 -0.00305172 0.999995 
-12.1678 14.2646 0 0 0 -0.00329584 0.999995 
-12.1628 14.2645 0 0 0 -0.00353997 0.999994 
-12.1578 14.2645 0 0 0 -0.0037841 0.999993 
-12.1528 14.2644 0 0 0 -0.00390616 0.999992 
-12.1478 14.2644 0 0 0 -0.00415028 0.999991 
-12.1428 14.2644 0 0 0 -0.00463909 0.999989 
-12.1378 14.2643 0 0 0 -0.00488323 0.999988 
-12.1328 14.2643 0 0 0 -0.00512675 0.999987 
-12.1278 14.2642 0 0 0 -0.00549292 0.999985 
-12.1228 14.2642 0 0 0 -0.00598185 0.999982 
-12.1178 14.2641 0 0 0 -0.00634805 0.99998 
-12.1128 14.264 0 0 0 -0.00671341 0.999977 
-12.1078 14.264 0 0 0 -0.00732452 0.999973 
-12.1028 14.2639 0 0 0 -0.00769069 0.99997 
-12.0978 14.2638 0 0 0 -0.00817889 0.999967 
-12.0928 14.2637 0 0 0 -0.00891225 0.99996 
-12.0878 14.2636 0 0 0 -0.00952135 0.999955 
-12.0828 14.2635 0 0 0 -0.0101315 0.999949 
-12.0778 14.2634 0 0 0 -0.010743 0.999942 
-12.0728 14.2633 0 0 0 -0.0114751 0.999934 
-12.0678 14.2632 0 0 0 -0.0124528 0.999922 
-12.0628 14.2631 0 0 0 -0.013185 0.999913 
-12.0578 14.2629 0 0 0 -0.0140391 0.999901 
-12.0528 14.2628 0 0 0 -0.0151389 0.999885 
-12.0479 14.2626 0 0 0 -0.0161149 0.99987 
-12.0429 14.2625 0 0 0 -0.0172148 0.999852 
-12.0379 14.2623 0 0 0 -0.0184367 0.99983 
-12.0329 14.2621 0 0 0 -0.0197783 0.999804 
-12.0279 14.2619 0 0 0 -0.0211221 0.999777 
-12.0229 14.2617 0 0 0 -0.0225905 0.999745 
-12.0179 14.2614 0 0 0 -0.0241782 0.999708 
-12.0129 14.2612 0 0 0 -0.0257626 0.999668 
-12.0079 14.2609 0 0 0 -0.027475 0.999622 
-12.0029 14.2606 0 0 0 -0.0294346 0.999567 
-11.9979 14.2603 0 0 0 -0.0315088 0.999503 
-11.9929 14.26 0 0 0 -0.0335863 0.999436 
-11.9879 14.2597 0 0 0 -0.0360373 0.99935 
-11.9829 14.2593 0 0 0 -0.0384841 0.999259 
-11.978 14.2589 0 0 0 -0.0410472 0.999157 
-11.973 14.2585 0 0 0 -0.0439841 0.999032 
-11.968 14.258 0 0 0 -0.0470534 0.998892 
-11.963 14.2575 0 0 0 -0.0502383 0.998737 
-11.958 14.257 0 0 0 -0.053665 0.998559 
-11.9531 14.2565 0 0 0 -0.0574673 0.998347 
-11.9481 14.2559 0 0 0 -0.0613969 0.998113 
-11.9432 14.2552 0 0 0 -0.0639734 0.997952 
-11.9382 14.2546 0 0 0 -0.0645853 0.997912 
-11.9332 14.2539 0 0 0 -0.0645853 0.997912 
-11.9283 14.2533 0 0 0 -0.0645853 0.997912 
-11.9233 14.2527 0 0 0 -0.0645931 0.997912 
-11.9184 14.252 0 0 0 -0.0645931 0.997912 
-11.9134 14.2514 0 0 0 -0.0645853 0.997912 
-11.9084 14.2507 0 0 0 -0.064706 0.997904 
-11.9035 14.2501 0 0 0 -0.064706 0.997904 
-11.8985 14.2494 0 0 0 -0.0645931 0.997912 
-11.8936 14.2488 0 0 0 -0.0645931 0.997912 
-11.8886 14.2481 0 0 0 -0.0645853 0.997912 
-11.8837 14.2475 0 0 0 -0.0645853 0.997912 
-11.8787 14.2469 0 0 0 -0.0645853 0.997912 
-11.8737 14.2462 0 0 0 -0.0645931 0.997912 
-11.8688 14.2456 0 0 0 -0.0643436 0.997928 
-11.8638 14.2449 0 0 0 -0.0629912 0.998014 
-11.8589 14.2443 0 0 0 -0.0607848 0.998151 
-11.8539 14.2437 0 0 0 -0.0586918 0.998276 
-11.8489 14.2431 0 0 0 -0.0566059 0.998397 
-11.844 14.2426 0 0 0 -0.0544052 0.998519 
-11.839 14.242 0 0 0 -0.0525612 0.998618 
-11.834 14.2415 0 0 0 -0.0507235 0.998713 
-11.829 14.241 0 0 0 -0.0488916 0.998804 
-11.8241 14.2406 0 0 0 -0.047169 0.998887 
-11.8191 14.2401 0 0 0 -0.0454579 0.998966 
-11.8141 14.2396 0 0 0 -0.043868 0.999037 
-11.8091 14.2392 0 0 0 -0.0422727 0.999106 
-11.8041 14.2388 0 0 0 -0.0408041 0.999167 
-11.7992 14.2384 0 0 0 -0.0393354 0.999226 
-11.7942 14.238 0 0 0 -0.0378713 0.999283 
-11.7892 14.2376 0 0 0 -0.036524 0.999333 
-11.7842 14.2373 0 0 0 -0.0352985 0.999377 
-11.7792 14.2369 0 0 0 -0.0340773 0.999419 
-11.7742 14.2366 0 0 0 -0.0327342 0.999464 
-11.7692 14.2363 0 0 0 -0.0316305 0.9995 
-11.7642 14.236 0 0 0 -0.0305308 0.999534 
-11.7593 14.2357 0 0 0 -0.0293128 0.99957 
-11.7543 14.2354 0 0 0 -0.028453 0.999595 
-11.7493 14.2351 0 0 0 -0.029431 0.999567 
-11.7443 14.2348 0 0 0 -0.0333429 0.999444 
-11.7393 14.2344 0 0 0 -0.038601 0.999255 
-11.7343 14.234 0 0 0 -0.0446023 0.999005 
-11.7293 14.2335 0 0 0 -0.0517062 0.998662 
-11.7244 14.233 0 0 0 -0.0598024 0.99821 
-11.7194 14.2324 0 0 0 -0.0691409 0.997607 
-11.7145 14.2316 0 0 0 -0.0799702 0.996797 
-11.7095 14.2308 0 0 0 -0.092448 0.995718 
-11.7046 14.2298 0 0 0 -0.107076 0.994251 
-11.6998 14.2286 0 0 0 -0.12377 0.992311 
-11.6949 14.2273 0 0 0 -0.142736 0.989761 
-11.6902 14.2258 0 0 0 -0.157991 0.987441 
-11.6854 14.2242 0 0 0 -0.162944 0.986635 
-11.6807 14.2226 0 0 0 -0.162963 0.986632 
-11.676 14.221 0 0 0 -0.163058 0.986616 
-11.6712 14.2194 0 0 0 -0.163058 0.986616 
-11.6665 14.2178 0 0 0 -0.162963 0.986632 
-11.6618 14.2162 0 0 0 -0.160678 0.987007 
-11.657 14.2146 0 0 0 -0.151526 0.988453 
-11.6522 14.2132 0 0 0 -0.138037 0.990427 
-11.6474 14.2119 0 0 0 -0.12565 0.992075 
-11.6425 14.2107 0 0 0 -0.114288 0.993448 
-11.6377 14.2096 0 0 0 -0.103956 0.994582 
-11.6328 14.2086 0 0 0 -0.0946654 0.995509 
-11.6278 14.2077 0 0 0 -0.0860203 0.996293 
-11.6229 14.2069 0 0 0 -0.0782399 0.996935 
-11.618 14.2061 0 0 0 -0.0712248 0.99746 
-11.613 14.2055 0 0 0 -0.0658168 0.997832 
-11.608 14.2048 0 0 0 -0.0637317 0.997967 
-11.6031 14.2042 0 0 0 -0.0636109 0.997975 
-11.5981 14.2036 0 0 0 -0.063724 0.997968 
-11.5932 14.2029 0 0 0 -0.063724 0.997968 
-11.5882 14.2023 0 0 0 -0.063724 0.997968 
-11.5832 14.2016 0 0 0 -0.0637317 0.997967 
-11.5783 14.201 0 0 0 -0.0636109 0.997975 
-11.5733 14.2004 0 0 0 -0.063724 0.997968 
-11.5684 14.1997 0 0 0 -0.063724 0.997968 
-11.5634 14.1991 0 0 0 -0.0636109 0.997975 
-11.5585 14.1985 0 0 0 -0.0637317 0.997967 
-11.5535 14.1978 0 0 0 -0.063724 0.997968 
